1014001;EMPRESAS DEDICADAS A ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS, EXCEPTO LAS ACTIVIDADES VETERINARIAS INCLUYE EL ALMACEN Y/O DEPOSITO DE CAFE;1
1172001;TEJEDURA DE PRODUCTOS TEXTILES: HACE REFERENCIA A EMPRESAS DEDICADAS A PRODUCIR HILADOS, TEJIDOS Y SIMILARES A MANO O CON EQUIPO NO MOTORIZADO;1
1527201;EMPRESAS DEDICADAS A LA REPARACION DE ENSERES DOMESTICOS, INCLUYE TAPICERIAS;1
1181001;FABRICACION DE PRENDAS DE VESTIR, EXCEPTO PRENDAS: PEQUEÑOS TALLERES DE MODAS, SASTRERIAS, SOMBREROS O CONFECCIONES DE ROPA;1
1523901;EMPRESAS DEDICADAS AL COMERCIO AL POR MENOR DE PRODUCTOS DIVERSOS NCP EN ESTABLECIMIENTOS ESPECIALIZADOS TALES COMO: ANTIGÜEDADES Y CURIOSIDADES, ARMAS DE FUEGO, PARQUE, ARTESANIAS NO CONTEMPLADAS EN OTRAS ACTIVIDADES, ARTICULOS DE PROTECCION PERSONAL, CONTROL DE RIESGOS PROFESIONALES, ARTICULOS ORTOPEDICOS, ARTICULOS PARA DEPORTE, ARTICULOS RELIGIOSOS, REPUESTOS PARA AUTOMOTORES, DE BASCULAS, DE ARTICULOS PARA BILLARES, DE CARTON, DE CORSES, FAJAS Y SIMILARES, ARTICULOS PARA REGALO, DE FLORES NATURALES Y LA FLORICULTURA,  SOMBREROS Y ARTICULOS PARA SOMBRERERIAS, DE MATERIAS PRIMAS Y/O REPUESTOS PARA INDUSTRIA DE HILADOS Y/O TEJIDOS, DE ARTICULOS DE HULE,  VENTA Y/O ALQUILER DE INSTRUMENTOS, APARATOS Y/O ARTICULOS MUSICALES, MUSICA IMPRESA Y/O GRABACIONES, VENTA DE INSTRUMENTOS Y/O APARATOS CIENTIFICOS Y/O PRECISION, DE JOYAS, RELOJES, ARTICULOS PARA JOYEROS Y/O RELOJEROS, DE INSTRUMENTOS Y/O EQUIPOS DE MEDICOS, QUIRURGICOS, DENTALES, DE JUGUETES, DE ARTICULOS PARA PELUQUERIA, DE ROPA, TELAS, BOTONERIAS EN ALMACENES, ABONOS, INSECTICIDAS Y SIMILARES;1
1524101;EMPRESAS DEDICADAS AL COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA, CERRAJERIA Y PRODUCTOS DE VIDRIO, EXCEPTO PINTURAS EN ESTABLECIMIENTOS ESPECIALIZADOS, INCLUYE LA VENTA DE MAQUINARIA LIGERA E IMPLEMENTOS PARA LA INDUSTRIA EN GENERAL;1
1511101;EMPRESAS DEDICADAS AL COMERCIO AL POR MAYOR A CAMBIO DE UNA RETRIBUCION O POR CONTRATA DE PRODUCTOS AGRICOLAS (EXCEPTO CAFE), SILVICOLA Y DE ANIMALES VIVOS Y SUS PRODUCTOS, INCLUYE LA VENTA DE AVES DE CORRAL Y/O IMPLEMENTOS PARA AVICULTURA, DE AVES MUERTAS Y/O MENUDENCIAS;1
1511101;EMPRESAS DEDICADAS AL COMERCIO AL POR MAYOR A CAMBIO DE UNA RETRIBUCION O POR CONTRATA DE PRODUCTOS AGRICOLAS (EXCEPTO CAFE), SILVICOLA Y DE ANIMALES VIVOS Y SUS PRODUCTOS, INCLUYE LA VENTA DE AVES DE CORRAL Y/O IMPLEMENTOS PARA AVICULTURA, DE AVES MUERTAS Y/O MENUDENCIAS;1
1523901;EMPRESAS DEDICADAS AL COMERCIO AL POR MENOR DE PRODUCTOS DIVERSOS NCP EN ESTABLECIMIENTOS ESPECIALIZADOS TALES COMO: ANTIGÜEDADES Y CURIOSIDADES, ARMAS DE FUEGO, PARQUE, ARTESANIAS NO CONTEMPLADAS EN OTRAS ACTIVIDADES, ARTICULOS DE PROTECCION PERSONAL, CONTROL DE RIESGOS PROFESIONALES, ARTICULOS ORTOPEDICOS, ARTICULOS PARA DEPORTE, ARTICULOS RELIGIOSOS, REPUESTOS PARA AUTOMOTORES, DE BASCULAS, DE ARTICULOS PARA BILLARES, DE CARTON, DE CORSES, FAJAS Y SIMILARES, ARTICULOS PARA REGALO, DE FLORES NATURALES Y LA FLORICULTURA,  SOMBREROS Y ARTICULOS PARA SOMBRERERIAS, DE MATERIAS PRIMAS Y/O REPUESTOS PARA INDUSTRIA DE HILADOS Y/O TEJIDOS, DE ARTICULOS DE HULE,  VENTA Y/O ALQUILER DE INSTRUMENTOS, APARATOS Y/O ARTICULOS MUSICALES, MUSICA IMPRESA Y/O GRABACIONES, VENTA DE INSTRUMENTOS Y/O APARATOS CIENTIFICOS Y/O PRECISION, DE JOYAS, RELOJES, ARTICULOS PARA JOYEROS Y/O RELOJEROS, DE INSTRUMENTOS Y/O EQUIPOS DE MEDICOS, QUIRURGICOS, DENTALES, DE JUGUETES, DE ARTICULOS PARA PELUQUERIA, DE ROPA, TELAS, BOTONERIAS EN ALMACENES, ABONOS, INSECTICIDAS Y SIMILARES;1
1513201;EMPRESAS DEDICADAS AL COMERCIO AL POR MAYOR DE PRENDAS DE VESTIR, ACCESORIOS DE PRENDAS DE VESTIR Y ARTICULOS ELABORADOS EN PIEL;1
1713001;EMPRESAS DEDICADAS AL ALQUILER DE EFECTOS PERSONALES Y ENSERES DOMESTICOS NCP, INCLUYE EL ALQUILER Y LA VENTA DE VESTIDOS, DISFRACES Y SIMILARES, ALQUILER DE VIDEOS;1
1513301;EMPRESAS DEDICADAS AL COMERCIO AL POR MAYOR DE CALZADO;1
1513501;EMPRESAS DEDICADAS AL COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS, MEDICINALES, COSMETICOS Y DE TOCADOR;1
1513601;EMPRESAS DEDICADAS AL COMERCIO AL POR MAYOR DE EQUIPOS MEDICOS Y QUIRURGICOS, APARATOS ORTESICOS Y PROTESICOS;1
1514201;EMPRESAS DEDICADAS AL COMERCIO AL POR MAYOR DE PINTURAS Y PRODUCTOS CONEXOS;1
